model,strategy,student_id,student_name,question_number,n_trials,mean_score,std_dev,variance,min_score,max_score,range,cv_percent,consistency,all_scores
chatgpt,few,student_01,Mahasiswa 1,1,10,2.84,0.33730961708462703,0.11377777777777773,2.2,3.0,0.7999999999999998,11.87709919312067,Good,"2.20,3.00,3.00,3.00,3.00,3.00,2.20,3.00,3.00,3.00"
chatgpt,few,student_01,Mahasiswa 1,2,10,1.9300000000000002,0.11595018087284056,0.013444444444444443,1.8,2.1,0.30000000000000004,6.007781392375159,Excellent,"2.10,1.80,1.80,2.00,2.00,2.00,2.00,1.80,1.80,2.00"
chatgpt,few,student_01,Mahasiswa 1,3,10,1.17,0.22135943621178653,0.04899999999999999,1.1,1.8,0.7,18.919609932631328,Good,"1.80,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_01,Mahasiswa 1,4,10,1.17,0.22135943621178653,0.04899999999999999,1.1,1.8,0.7,18.919609932631328,Good,"1.80,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_01,Mahasiswa 1,5,10,1.1199999999999999,0.04216370213557834,0.001777777777777773,1.1,1.2,0.09999999999999987,3.764616262105209,Excellent,"1.10,1.20,1.10,1.10,1.10,1.10,1.10,1.10,1.20,1.10"
chatgpt,few,student_01,Mahasiswa 1,6,10,2.12,0.10327955589886455,0.010666666666666687,2.0,2.2,0.20000000000000018,4.87167716504078,Excellent,"2.20,2.00,2.00,2.20,2.20,2.00,2.00,2.20,2.20,2.20"
chatgpt,few,student_01,Mahasiswa 1,7,10,1.1099999999999999,0.03162277660168376,0.0009999999999999976,1.1,1.2,0.09999999999999987,2.848898792944483,Excellent,"1.10,1.10,1.20,1.10,1.10,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_02,Mahasiswa 2,1,10,3.1399999999999997,0.09660917830792969,0.009333333333333351,3.0,3.2,0.20000000000000018,3.076725423819417,Excellent,"3.00,3.20,3.00,3.00,3.20,3.20,3.20,3.20,3.20,3.20"
chatgpt,few,student_02,Mahasiswa 2,2,10,1.9300000000000002,0.11595018087284056,0.013444444444444443,1.8,2.1,0.30000000000000004,6.007781392375159,Excellent,"2.10,2.00,1.80,2.00,1.80,1.80,2.00,2.00,2.00,1.80"
chatgpt,few,student_02,Mahasiswa 2,3,10,1.1,0.0,0.0,1.1,1.1,0.0,0.0,Excellent,"1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_02,Mahasiswa 2,4,10,1.1,0.0,0.0,1.1,1.1,0.0,0.0,Excellent,"1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_02,Mahasiswa 2,5,10,1.1099999999999999,0.03162277660168376,0.0009999999999999976,1.1,1.2,0.09999999999999987,2.848898792944483,Excellent,"1.10,1.10,1.10,1.10,1.10,1.10,1.20,1.10,1.10,1.10"
chatgpt,few,student_02,Mahasiswa 2,6,10,2.96,0.051639777949432274,0.0026666666666666713,2.9,3.0,0.10000000000000009,1.7445870928862253,Excellent,"2.90,2.90,3.00,3.00,3.00,2.90,3.00,3.00,3.00,2.90"
chatgpt,few,student_02,Mahasiswa 2,7,10,2.0,0.0,0.0,2.0,2.0,0.0,0.0,Excellent,"2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00"
chatgpt,few,student_03,Mahasiswa 3,1,10,3.18,0.06324555320336764,0.004000000000000007,3.0,3.2,0.20000000000000018,1.9888538743197368,Excellent,"3.20,3.20,3.20,3.20,3.20,3.20,3.20,3.20,3.00,3.20"
chatgpt,few,student_03,Mahasiswa 3,2,10,2.0100000000000002,0.03162277660168382,0.0010000000000000018,2.0,2.1,0.10000000000000009,1.5732724677454635,Excellent,"2.10,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00"
chatgpt,few,student_03,Mahasiswa 3,3,10,1.1800000000000002,0.22010098692292238,0.04844444444444444,1.1,1.8,0.7,18.652626010417148,Good,"1.80,1.10,1.10,1.20,1.10,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_03,Mahasiswa 3,4,10,1.1,0.0,0.0,1.1,1.1,0.0,0.0,Excellent,"1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_03,Mahasiswa 3,5,10,1.25,0.291547594742265,0.08499999999999999,1.1,1.8,0.7,23.3238075793812,Good,"1.80,1.10,1.10,1.10,1.10,1.10,1.10,1.80,1.20,1.10"
chatgpt,few,student_03,Mahasiswa 3,6,10,2.54,0.3977715704047012,0.15822222222222215,2.2,3.0,0.7999999999999998,15.66029804742918,Good,"2.30,2.20,2.20,3.00,2.30,3.00,3.00,3.00,2.20,2.20"
chatgpt,few,student_03,Mahasiswa 3,7,10,1.98,0.06324555320336757,0.0039999999999999975,1.8,2.0,0.19999999999999996,3.1942198587559383,Excellent,"2.00,2.00,1.80,2.00,2.00,2.00,2.00,2.00,2.00,2.00"
chatgpt,few,student_05,Mahasiswa 5,1,10,1.9600000000000002,0.08432740427115676,0.007111111111111108,1.8,2.0,0.19999999999999996,4.3024185852631,Excellent,"1.80,2.00,2.00,2.00,2.00,1.80,2.00,2.00,2.00,2.00"
chatgpt,few,student_05,Mahasiswa 5,2,10,1.85,0.158113883008419,0.02500000000000001,1.7,2.0,0.30000000000000004,8.546696378833458,Excellent,"2.00,2.00,1.70,1.70,2.00,1.70,2.00,1.70,1.70,2.00"
chatgpt,few,student_05,Mahasiswa 5,3,10,1.1,0.0,0.0,1.1,1.1,0.0,0.0,Excellent,"1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_05,Mahasiswa 5,4,10,1.1,0.0,0.0,1.1,1.1,0.0,0.0,Excellent,"1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_05,Mahasiswa 5,5,10,1.1,0.0,0.0,1.1,1.1,0.0,0.0,Excellent,"1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_05,Mahasiswa 5,6,10,2.0799999999999996,0.10327955589886455,0.010666666666666685,2.0,2.2,0.20000000000000018,4.965363264368489,Excellent,"2.00,2.00,2.00,2.00,2.20,2.00,2.20,2.00,2.20,2.20"
chatgpt,few,student_05,Mahasiswa 5,7,10,1.1,0.0,0.0,1.1,1.1,0.0,0.0,Excellent,"1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_08,Mahasiswa 8,1,10,1.86,0.09660917830792956,0.009333333333333329,1.8,2.0,0.19999999999999996,5.194041844512342,Excellent,"2.00,1.80,1.80,1.80,2.00,2.00,1.80,1.80,1.80,1.80"
chatgpt,few,student_08,Mahasiswa 8,2,10,1.9100000000000001,0.11972189997378647,0.014333333333333333,1.7,2.0,0.30000000000000004,6.268162302292485,Excellent,"2.00,1.80,2.00,2.00,1.70,1.80,2.00,2.00,2.00,1.80"
chatgpt,few,student_08,Mahasiswa 8,3,10,1.17,0.22135943621178653,0.04899999999999999,1.1,1.8,0.7,18.919609932631328,Good,"1.80,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_08,Mahasiswa 8,4,10,1.1,0.0,0.0,1.1,1.1,0.0,0.0,Excellent,"1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_08,Mahasiswa 8,5,10,1.13,0.04830458915396473,0.002333333333333327,1.1,1.2,0.09999999999999987,4.274742403005729,Excellent,"1.10,1.10,1.10,1.10,1.20,1.10,1.20,1.10,1.10,1.20"
chatgpt,few,student_08,Mahasiswa 8,6,10,2.38,0.39944405810520645,0.15955555555555553,2.0,3.0,1.0,16.783363785933044,Good,"2.90,2.30,2.90,2.30,2.00,2.00,2.20,2.20,3.00,2.00"
chatgpt,few,student_08,Mahasiswa 8,7,10,1.13,0.04830458915396473,0.002333333333333327,1.1,1.2,0.09999999999999987,4.274742403005729,Excellent,"1.10,1.20,1.10,1.10,1.20,1.10,1.10,1.10,1.20,1.10"
chatgpt,few,student_12,Mahasiswa 12,1,10,3.1,0.10540925533894607,0.011111111111111132,3.0,3.2,0.20000000000000018,3.4002985593208415,Excellent,"3.00,3.00,3.00,3.20,3.20,3.00,3.20,3.20,3.20,3.00"
chatgpt,few,student_12,Mahasiswa 12,2,10,2.8600000000000003,0.142984070596848,0.020444444444444418,2.7,3.0,0.2999999999999998,4.999443027861818,Excellent,"3.00,2.90,3.00,2.70,2.70,2.70,2.70,3.00,2.90,3.00"
chatgpt,few,student_12,Mahasiswa 12,3,10,1.8200000000000003,0.06324555320336758,0.003999999999999999,1.8,2.0,0.19999999999999996,3.4750303957894273,Excellent,"2.00,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80"
chatgpt,few,student_12,Mahasiswa 12,4,10,1.83,0.06749485577105527,0.004555555555555552,1.8,2.0,0.19999999999999996,3.6882434847571184,Excellent,"1.80,1.80,1.80,1.80,1.80,1.80,1.90,1.80,2.00,1.80"
chatgpt,few,student_12,Mahasiswa 12,5,10,1.13,0.04830458915396473,0.002333333333333327,1.1,1.2,0.09999999999999987,4.274742403005729,Excellent,"1.10,1.10,1.10,1.10,1.10,1.20,1.10,1.10,1.20,1.20"
chatgpt,few,student_12,Mahasiswa 12,6,10,2.7600000000000002,0.3657564459825387,0.13377777777777775,2.2,3.0,0.7999999999999998,13.25204514429488,Good,"2.90,3.00,3.00,2.20,2.20,3.00,3.00,2.30,3.00,3.00"
chatgpt,few,student_12,Mahasiswa 12,7,10,1.2099999999999997,0.21317702607092642,0.04544444444444444,1.1,1.8,0.7,17.61793603891954,Good,"1.80,1.10,1.10,1.20,1.10,1.20,1.10,1.10,1.20,1.20"
chatgpt,few,student_13,Mahasiswa 13,1,10,3.1,0.10540925533894607,0.011111111111111132,3.0,3.2,0.20000000000000018,3.4002985593208415,Excellent,"3.00,3.20,3.00,3.20,3.20,3.00,3.00,3.20,3.20,3.00"
chatgpt,few,student_13,Mahasiswa 13,2,10,2.82,0.1549193338482966,0.023999999999999976,2.7,3.0,0.2999999999999998,5.493593398875766,Excellent,"3.00,2.70,2.70,2.70,2.70,3.00,3.00,2.70,3.00,2.70"
chatgpt,few,student_13,Mahasiswa 13,3,10,1.8,0.0,0.0,1.8,1.8,0.0,0.0,Excellent,"1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80"
chatgpt,few,student_13,Mahasiswa 13,4,10,1.8800000000000001,0.10327955589886444,0.010666666666666663,1.8,2.0,0.19999999999999996,5.493593398875767,Excellent,"2.00,1.80,1.80,2.00,1.80,2.00,1.80,1.80,1.80,2.00"
chatgpt,few,student_13,Mahasiswa 13,5,10,1.31,0.33813212407775356,0.11433333333333333,1.1,1.8,0.7,25.811612525019356,Good,"1.10,1.80,1.10,1.80,1.80,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_13,Mahasiswa 13,6,10,2.53,0.38600518131237554,0.14899999999999994,2.2,3.0,0.7999999999999998,15.257121791002987,Good,"2.20,2.30,2.20,3.00,2.30,2.20,2.20,3.00,2.90,3.00"
chatgpt,few,student_13,Mahasiswa 13,7,10,1.1,0.0,0.0,1.1,1.1,0.0,0.0,Excellent,"1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_14,Mahasiswa 14,1,10,3.0799999999999996,0.10327955589886455,0.010666666666666685,3.0,3.2,0.20000000000000018,3.3532323343787196,Excellent,"3.00,3.00,3.00,3.20,3.00,3.00,3.20,3.00,3.20,3.20"
chatgpt,few,student_14,Mahasiswa 14,2,10,2.07,0.22135943621178658,0.049000000000000016,2.0,2.7,0.7000000000000002,10.69369257061771,Good,"2.70,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00"
chatgpt,few,student_14,Mahasiswa 14,3,10,1.8200000000000003,0.06324555320336758,0.003999999999999999,1.8,2.0,0.19999999999999996,3.4750303957894273,Excellent,"2.00,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80"
chatgpt,few,student_14,Mahasiswa 14,4,10,1.8400000000000003,0.06992058987801006,0.004888888888888884,1.8,2.0,0.19999999999999996,3.8000320585875027,Excellent,"2.00,1.80,1.90,1.80,1.80,1.90,1.80,1.80,1.80,1.80"
chatgpt,few,student_14,Mahasiswa 14,5,10,1.1,0.0,0.0,1.1,1.1,0.0,0.0,Excellent,"1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_14,Mahasiswa 14,6,10,2.8899999999999997,0.1791957340762081,0.03211111111111109,2.7,3.2,0.5,6.200544431702703,Excellent,"2.90,2.70,3.20,2.70,3.00,3.00,2.70,3.00,3.00,2.70"
chatgpt,few,student_14,Mahasiswa 14,7,10,1.6800000000000002,0.2529822128134704,0.06400000000000002,1.2,1.8,0.6000000000000001,15.058465048420855,Good,"1.80,1.80,1.80,1.80,1.20,1.80,1.80,1.20,1.80,1.80"
chatgpt,few,student_15,Mahasiswa 15,1,10,3.0599999999999996,0.09660917830792967,0.00933333333333335,3.0,3.2,0.20000000000000018,3.1571626898016234,Excellent,"3.00,3.20,3.00,3.00,3.00,3.20,3.00,3.00,3.00,3.20"
chatgpt,few,student_15,Mahasiswa 15,2,10,1.98,0.06324555320336757,0.0039999999999999975,1.8,2.0,0.19999999999999996,3.1942198587559383,Excellent,"2.00,2.00,1.80,2.00,2.00,2.00,2.00,2.00,2.00,2.00"
chatgpt,few,student_15,Mahasiswa 15,3,10,1.17,0.22135943621178653,0.04899999999999999,1.1,1.8,0.7,18.919609932631328,Good,"1.80,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_15,Mahasiswa 15,4,10,1.17,0.22135943621178653,0.04899999999999999,1.1,1.8,0.7,18.919609932631328,Good,"1.80,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_15,Mahasiswa 15,5,10,1.1199999999999999,0.04216370213557834,0.001777777777777773,1.1,1.2,0.09999999999999987,3.764616262105209,Excellent,"1.10,1.10,1.10,1.10,1.20,1.10,1.10,1.20,1.10,1.10"
chatgpt,few,student_15,Mahasiswa 15,6,10,3.05,0.08498365855987983,0.007222222222222237,3.0,3.2,0.20000000000000018,2.786349460979667,Excellent,"3.10,3.00,3.20,3.20,3.00,3.00,3.00,3.00,3.00,3.00"
chatgpt,few,student_15,Mahasiswa 15,7,10,1.17,0.22135943621178653,0.04899999999999999,1.1,1.8,0.7,18.919609932631328,Good,"1.80,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10"
chatgpt,few,student_16,Mahasiswa 16,1,10,3.2,0.0,0.0,3.2,3.2,0.0,0.0,Excellent,"3.20,3.20,3.20,3.20,3.20,3.20,3.20,3.20,3.20,3.20"
chatgpt,few,student_16,Mahasiswa 16,2,10,3.1300000000000003,0.2213594362117866,0.04900000000000002,2.8,3.7,0.9000000000000004,7.0721864604404665,Good,"3.70,3.10,3.10,3.10,3.10,3.10,3.10,2.80,3.10,3.10"
chatgpt,few,student_16,Mahasiswa 16,3,10,1.95,0.2798809270624445,0.07833333333333337,1.8,2.7,0.9000000000000001,14.352868054484333,Good,"2.70,1.80,2.00,1.80,1.80,1.80,1.80,1.80,2.00,2.00"
chatgpt,few,student_16,Mahasiswa 16,4,10,2.7299999999999995,0.2626785107312739,0.06899999999999999,2.1,3.0,0.8999999999999999,9.621923470010035,Good,"3.00,2.70,3.00,2.70,3.00,2.10,2.70,2.70,2.70,2.70"
chatgpt,few,student_16,Mahasiswa 16,5,10,3.0,0.0,0.0,3.0,3.0,0.0,0.0,Excellent,"3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00"
chatgpt,few,student_16,Mahasiswa 16,6,10,3.72,0.0632455532033675,0.003999999999999989,3.7,3.9,0.19999999999999973,1.7001492796604165,Excellent,"3.70,3.70,3.70,3.90,3.70,3.70,3.70,3.70,3.70,3.70"
chatgpt,few,student_16,Mahasiswa 16,7,10,2.2700000000000005,0.33681514877517676,0.11344444444444446,2.0,3.0,1.0,14.837671752210428,Good,"3.00,2.30,2.00,2.00,2.70,2.30,2.20,2.20,2.00,2.00"
chatgpt,lenient,student_01,Mahasiswa 1,1,10,3.12,0.10327955589886455,0.010666666666666685,3.0,3.2,0.20000000000000018,3.310242176245658,Excellent,"3.20,3.20,3.20,3.20,3.20,3.20,3.00,3.00,3.00,3.00"
chatgpt,lenient,student_01,Mahasiswa 1,2,10,2.7,0.2449489742783178,0.05999999999999999,2.1,3.0,0.8999999999999999,9.072184232530288,Good,"2.70,2.70,3.00,2.70,2.70,2.10,2.70,2.70,2.70,3.00"
chatgpt,lenient,student_01,Mahasiswa 1,3,10,2.05,0.23687784005919832,0.05611111111111114,1.8,2.7,0.9000000000000001,11.555016588253578,Good,"2.00,2.00,2.00,2.00,1.80,2.00,2.70,2.00,2.00,2.00"
chatgpt,lenient,student_01,Mahasiswa 1,4,10,1.9500000000000004,0.158113883008419,0.02500000000000001,1.8,2.1,0.30000000000000004,8.108404256841999,Excellent,"1.80,1.80,1.80,2.10,1.80,2.10,2.10,1.80,2.10,2.10"
chatgpt,lenient,student_01,Mahasiswa 1,5,10,1.9100000000000001,0.28460498941515416,0.08100000000000002,1.8,2.7,0.9000000000000001,14.900784786133725,Good,"1.80,2.70,1.80,1.80,1.80,1.80,2.00,1.80,1.80,1.80"
chatgpt,lenient,student_01,Mahasiswa 1,6,10,2.9799999999999995,0.06324555320336764,0.004000000000000007,2.9,3.1,0.20000000000000018,2.122334000113008,Excellent,"2.90,3.00,3.00,3.00,3.10,3.00,3.00,2.90,2.90,3.00"
chatgpt,lenient,student_01,Mahasiswa 1,7,10,1.8200000000000003,0.06324555320336758,0.003999999999999999,1.8,2.0,0.19999999999999996,3.4750303957894273,Excellent,"1.80,1.80,2.00,1.80,1.80,1.80,1.80,1.80,1.80,1.80"
chatgpt,lenient,student_02,Mahasiswa 2,1,10,3.6700000000000004,0.33015148038438347,0.10899999999999993,3.2,3.9,0.6999999999999997,8.99595314398865,Good,"3.90,3.90,3.90,3.70,3.90,3.90,3.20,3.90,3.20,3.20"
chatgpt,lenient,student_02,Mahasiswa 2,2,10,2.7,0.0,0.0,2.7,2.7,0.0,0.0,Excellent,"2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70"
chatgpt,lenient,student_02,Mahasiswa 2,3,10,1.8,0.0,0.0,1.8,1.8,0.0,0.0,Excellent,"1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80"
chatgpt,lenient,student_02,Mahasiswa 2,4,10,1.8200000000000003,0.06324555320336758,0.003999999999999999,1.8,2.0,0.19999999999999996,3.4750303957894273,Excellent,"1.80,1.80,1.80,1.80,2.00,1.80,1.80,1.80,1.80,1.80"
chatgpt,lenient,student_02,Mahasiswa 2,5,10,1.8,0.0,0.0,1.8,1.8,0.0,0.0,Excellent,"1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80"
chatgpt,lenient,student_02,Mahasiswa 2,6,10,3.18,0.0918936583472681,0.008444444444444437,3.0,3.3,0.2999999999999998,2.8897376838763553,Excellent,"3.20,3.20,3.30,3.20,3.20,3.10,3.30,3.10,3.20,3.00"
chatgpt,lenient,student_02,Mahasiswa 2,7,10,2.9699999999999998,0.09486832980505132,0.008999999999999987,2.7,3.0,0.2999999999999998,3.194219858755937,Excellent,"3.00,3.00,2.70,3.00,3.00,3.00,3.00,3.00,3.00,3.00"
chatgpt,lenient,student_03,Mahasiswa 3,1,10,3.7099999999999995,0.3071373199943851,0.09433333333333331,3.2,3.9,0.6999999999999997,8.278633962112806,Good,"3.90,3.90,3.20,3.90,3.90,3.90,3.30,3.90,3.90,3.30"
chatgpt,lenient,student_03,Mahasiswa 3,2,10,3.0,0.0,0.0,3.0,3.0,0.0,0.0,Excellent,"3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00"
chatgpt,lenient,student_03,Mahasiswa 3,3,10,1.8800000000000001,0.10327955589886444,0.010666666666666663,1.8,2.0,0.19999999999999996,5.493593398875767,Excellent,"1.80,2.00,1.80,1.80,1.80,2.00,2.00,1.80,1.80,2.00"
chatgpt,lenient,student_03,Mahasiswa 3,4,10,1.8,0.0,0.0,1.8,1.8,0.0,0.0,Excellent,"1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80"
chatgpt,lenient,student_03,Mahasiswa 3,5,10,2.36,0.44271887242357316,0.19600000000000006,1.8,2.7,0.9000000000000001,18.759274255236154,Fair,"1.80,2.70,2.70,1.80,1.80,2.00,2.70,2.70,2.70,2.70"
chatgpt,lenient,student_03,Mahasiswa 3,6,10,3.05,0.0971825315807551,0.009444444444444462,2.9,3.2,0.30000000000000027,3.1863125108444295,Excellent,"3.20,3.00,3.10,2.90,3.10,3.10,3.10,3.10,3.00,2.90"
chatgpt,lenient,student_03,Mahasiswa 3,7,10,2.9699999999999998,0.09486832980505132,0.008999999999999987,2.7,3.0,0.2999999999999998,3.194219858755937,Excellent,"3.00,3.00,3.00,2.70,3.00,3.00,3.00,3.00,3.00,3.00"
chatgpt,lenient,student_05,Mahasiswa 5,1,10,3.0,0.0,0.0,3.0,3.0,0.0,0.0,Excellent,"3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00"
chatgpt,lenient,student_05,Mahasiswa 5,2,10,2.7,0.0,0.0,2.7,2.7,0.0,0.0,Excellent,"2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70"
chatgpt,lenient,student_05,Mahasiswa 5,3,10,1.8200000000000003,0.06324555320336758,0.003999999999999999,1.8,2.0,0.19999999999999996,3.4750303957894273,Excellent,"1.80,1.80,2.00,1.80,1.80,1.80,1.80,1.80,1.80,1.80"
chatgpt,lenient,student_05,Mahasiswa 5,4,10,1.9,0.10540925533894596,0.011111111111111106,1.8,2.0,0.19999999999999996,5.547855544155051,Excellent,"2.00,2.00,1.80,1.80,1.80,2.00,1.80,1.80,2.00,2.00"
chatgpt,lenient,student_05,Mahasiswa 5,5,10,1.8,0.0,0.0,1.8,1.8,0.0,0.0,Excellent,"1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80"
chatgpt,lenient,student_05,Mahasiswa 5,6,10,3.0,0.0,0.0,3.0,3.0,0.0,0.0,Excellent,"3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00"
chatgpt,lenient,student_05,Mahasiswa 5,7,10,1.8,0.0,0.0,1.8,1.8,0.0,0.0,Excellent,"1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80"
chatgpt,lenient,student_08,Mahasiswa 8,1,10,3.0,0.0,0.0,3.0,3.0,0.0,0.0,Excellent,"3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00"
chatgpt,lenient,student_08,Mahasiswa 8,2,10,2.6399999999999997,0.18973665961010278,0.036000000000000004,2.1,2.7,0.6000000000000001,7.186994682200863,Excellent,"2.70,2.70,2.70,2.10,2.70,2.70,2.70,2.70,2.70,2.70"
chatgpt,lenient,student_08,Mahasiswa 8,3,10,1.8200000000000003,0.06324555320336758,0.003999999999999999,1.8,2.0,0.19999999999999996,3.4750303957894273,Excellent,"2.00,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80"
chatgpt,lenient,student_08,Mahasiswa 8,4,10,1.52,0.36147844564602555,0.13066666666666665,1.1,1.8,0.7,23.781476687238523,Good,"1.80,1.80,1.10,1.80,1.10,1.80,1.10,1.80,1.10,1.80"
chatgpt,lenient,student_08,Mahasiswa 8,5,10,1.9,0.31622776601683783,0.09999999999999995,1.8,2.8,0.9999999999999998,16.643566632465152,Good,"1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,2.80"
chatgpt,lenient,student_08,Mahasiswa 8,6,10,3.08,0.06324555320336764,0.004000000000000007,3.0,3.2,0.20000000000000018,2.0534270520573905,Excellent,"3.10,3.10,3.00,3.10,3.10,3.10,3.00,3.00,3.20,3.10"
chatgpt,lenient,student_08,Mahasiswa 8,7,10,1.8199999999999998,0.06324555320336758,0.003999999999999999,1.8,2.0,0.19999999999999996,3.475030395789428,Excellent,"1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,2.00"
chatgpt,lenient,student_12,Mahasiswa 12,1,10,3.19,0.07378647873726217,0.005444444444444443,3.0,3.3,0.2999999999999998,2.313055759788783,Excellent,"3.20,3.20,3.00,3.20,3.20,3.20,3.30,3.20,3.20,3.20"
